Date.Day,Date.Month,Date.Year,Data.Cases,Data.Deaths,Location.Country,Location.Code,,Location.Country,Death
7,1,2020,0,0,Georgia,GEO,,,
7,1,2020,0,0,Germany,DEU,,,
7,1,2020,0,0,Greece,GRC,,,
7,1,2020,0,0,Iceland,ISL,,,
7,1,2020,0,0,India,IND,,,
7,1,2020,0,0,Indonesia,IDN,,,
7,1,2020,0,0,Iran,IRN,,,
7,1,2020,0,0,Iraq,IRQ,,,
7,1,2020,0,0,Ireland,IRL,,,
7,1,2020,0,0,Israel,ISR,,,
7,1,2020,0,0,Italy,ITA,,,
7,1,2020,0,0,Japan,JPN,,,
7,1,2020,0,0,Kuwait,KWT,,,
7,1,2020,0,0,Lebanon,LBN,,,
7,1,2020,0,0,Lithuania,LTU,,,
7,1,2020,0,0,Luxembourg,LUX,,,
7,1,2020,0,0,Malaysia,MYS,,,
7,1,2020,0,0,Monaco,MCO,,,
7,1,2020,0,0,Nepal,NPL,,,
7,1,2020,0,0,Netherlands,NLD,,,
7,1,2020,0,0,New_Zealand,NZL,,,
7,1,2020,0,0,Nigeria,NGA,,,
7,1,2020,0,0,North_Macedonia,MKD,,,
7,1,2020,0,0,Norway,NOR,,,
7,1,2020,0,0,Oman,OMN,,,
7,1,2020,0,0,Pakistan,PAK,,,
7,1,2020,0,0,Philippines,PHL,,,
7,1,2020,0,0,Qatar,QAT,,,
7,1,2020,0,0,Romania,ROU,,,
7,1,2020,0,0,Russia,RUS,,,
7,1,2020,0,0,San_Marino,SMR,,,
7,1,2020,0,0,Singapore,SGP,,,
